"phenotype_category","code","description","code_system","clinical_subcategory","phenotype_name","rank"
"Chronic Paediatric Condition","PKy7412","Mermaid sirenomelia","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7600","Aglossia - adactyly syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7611","Hanhart syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7700","Caudal dysplasia sequence","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7900","Popliteal pterygium syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7A00","Congenital contractural arachnodactyly","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7A11","Beals syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7B00","Stickler syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy7z00","Congenital malformation syndrome involving limbs NOS","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy8000","Noonan's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy8z00","Congenital malformation syndrome with other skeletal changes NOS","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9.00","Congenital malformation syndromes with metabolic disturbances","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9000","Alport's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9100","Beckwith's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9111","Wiedemann - Beckwith syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9300","Prader - Willi syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9400","Zellweger's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9500","Biemond's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9600","VATER association","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKy9z00","Congenital malformation syndrome with metabolic disturbance NOS","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyB.00","CHARGE association","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyB.11","CHARGE syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyB.12","Coloboma, heart malformation, choanal atresia, retardation of growth and development, genital abnormalities, and ear malformations (CHARGE) association","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyC.00","Pena-Shokeir syndrome type I","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyD.00","Nicolaides-Baraitser syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyF.00","Alstrom syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyG.00","Mental retardation, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyG.11","Ohdo blepharophimosis syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyH.00","Moulded baby syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyJ.00","Lujan-Fryns syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyK.00","Loeys-Dietz syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyL.00","FG syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyL.11","Opitz-Kaveggia syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyM.00","Johanson-Blizzard syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyN.00","Marden-Walker syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz000","Ullrich - Feichtiger syndrome, chimaera","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz.11","Cockayne's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz500","Happy puppet syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz511","Angelman syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz600","Congenital hemihypertrophy","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz700","Angelman's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PKyz711","Angelman syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","Pyu9900","[X]Other congenital malformation syndromes with other skeletal changes","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA.00","[X]Chromosomal abnormalities, not elswhere classified","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA000","[X]Other specified trisomies and partial trisomies of autosomes","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA100","[X]Other deletions of part of a chromosome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA200","[X]Other deletions from the autosomes","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA500","[X]Other variants of Turner's syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA600","[X]Other specified sex chromosome abnormalities, female phenotype","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuA900","[X]Other specified chromosome abnormalities","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuAB00","[X]Pallister-Killian syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuAC00","[X]Townes-Brocks syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","PyuAD00","[X]Li-Fraumeni syndrome","Read codes v2","Other congenital malformations and chromosomal abnormalities","Other congenital malformations and chromosomal abnormalities",1
"Chronic Paediatric Condition","F060","Organic hallucinosis","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F061","Organic catatonic disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F062","Organic delusional [schizophrenia-like] disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F063","Organic mood [affective] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F064","Organic anxiety disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F065","Organic dissociative disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F066","Organic emotionally labile [asthenic] disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F067","Mild cognitive disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F068","Other specified mental disorders due to brain damage and dysfunction and to physical disease","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F07","Personality and behavioural disorders due to brain disease, damage and dysfunction","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F070","Organic personality disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F071","Postencephalitic syndrome","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F072","Postconcussional syndrome","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F078","Other organic personality and behavioural disorders due to brain disease, damage and dysfunction","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F079","Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F09","Unspecified organic or symptomatic mental disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F20","Schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F200","Paranoid schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F201","Hebephrenic schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F202","Catatonic schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F203","Undifferentiated schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F204","Post-schizophrenic depression","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F205","Residual schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F206","Simple schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F208","Other schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F209","Schizophrenia, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F21","Schizotypal disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F22","Persistent delusional disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F220","Delusional disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F228","Other persistent delusional disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F229","Persistent delusional disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F23","Acute and transient psychotic disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F230","Acute polymorphic psychotic disorder without symptoms of schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F231","Acute polymorphic psychotic disorder with symptoms of schizophrenia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F232","Acute schizophrenia-like psychotic disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F233","Other acute predominantly delusional psychotic disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F238","Other acute and transient psychotic disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F239","Acute and transient psychotic disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F24","Induced delusional disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F25","Schizoaffective disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F250","Schizoaffective disorder, manic type","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F251","Schizoaffective disorder, depressive type","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F252","Schizoaffective disorder, mixed type","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F258","Other schizoaffective disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F259","Schizoaffective disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F28","Other nonorganic psychotic disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F29","Unspecified nonorganic psychosis","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F30","Manic episode","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F300","Hypomania","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F301","Mania without psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F302","Mania with psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F308","Other manic episodes","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F309","Manic episode, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F31","Bipolar affective disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F310","Bipolar affective disorder, current episode hypomanic","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F311","Bipolar affective disorder, current episode manic without psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F312","Bipolar affective disorder, current episode manic with psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F313","Bipolar affective disorder, current episode mild or moderate depression","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F314","Bipolar affective disorder, current episode severe depression without psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F315","Bipolar affective disorder, current episode severe depression with psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F316","Bipolar affective disorder, current episode mixed","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F317","Bipolar affective disorder, currently in remission","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F318","Other bipolar affective disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F319","Bipolar affective disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F32","Depressive episode","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F320","Mild depressive episode","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F321","Moderate depressive episode","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F322","Severe depressive episode without psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F323","Severe depressive episode with psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F328","Other depressive episodes","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F329","Depressive episode, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F33","Recurrent depressive disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F330","Recurrent depressive disorder, current episode mild","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F331","Recurrent depressive disorder, current episode moderate","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F332","Recurrent depressive disorder, current episode severe without psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F333","Recurrent depressive disorder, current episode severe with psychotic symptoms","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F334","Recurrent depressive disorder, currently in remission","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F338","Other recurrent depressive disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F339","Recurrent depressive disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F34","Persistent mood [affective] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F340","Cyclothymia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F341","Dysthymia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F38","Other mood [affective] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F380","Other single mood [affective] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F381","Other recurrent mood [affective] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F388","Other specified mood [affective] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F39","Unspecified mood [affective] disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F40","Phobic anxiety disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F400","Agoraphobia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F401","Social phobias","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F409","Phobic anxiety disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F41","Other anxiety disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F410","Panic disorder [episodic paroxysmal anxiety]","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F411","Generalized anxiety disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F412","Mixed anxiety and depressive disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F413","Other mixed anxiety disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F418","Other specified anxiety disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F419","Anxiety disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F42","Obsessive-compulsive disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F420","Predominantly obsessional thoughts or ruminations","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F422","Mixed obsessional thoughts and acts","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F428","Other obsessive-compulsive disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F429","Obsessive-compulsive disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F431","Post-traumatic stress disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F432","Adjustment disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F438","Other reactions to severe stress","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F439","Reaction to severe stress, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F44","Dissociative [conversion] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F440","Dissociative amnesia","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F441","Dissociative fugue","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F442","Dissociative stupor","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F443","Trance and possession disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F444","Dissociative motor disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F445","Dissociative convulsions","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F446","Dissociative anaesthesia and sensory loss","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F447","Mixed dissociative [conversion] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F448","Other dissociative [conversion] disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F449","Dissociative [conversion] disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F45","Somatoform disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F450","Somatization disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F451","Undifferentiated somatoform disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F452","Hypochondriacal disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F453","Somatoform autonomic dysfunction","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F454","Persistent somatoform pain disorder","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F459","Somatoform disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F481","Depersonalization-derealization syndrome","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F50","Eating disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F500","Anorexia nervosa","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F501","Atypical anorexia nervosa","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F502","Bulimia nervosa","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F503","Atypical bulimia nervosa","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F504","Overeating associated with other psychological disturbances","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F505","Vomiting associated with other psychological disturbances","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F508","Other eating disorders","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F509","Eating disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F53","Mental and behavioural disorders associated with the puerperium, not elsewhere classified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F530","Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F531","Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F538","Other mental and behavioural disorders associated with the puerperium, not elsewhere classified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F539","Puerperal mental disorder, unspecified","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","F54","Psychological and behavioural factors associated with disorders or diseases classified elsewhere","ICD10 codes","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","1B1L.00","Stress related problem","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","28E0.00","Mild cognitive impairment","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","62T1.00","Puerperal depression","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E0...00","Organic psychotic conditions","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E03y000","Organic delusional syndrome","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E03y200","Organic affective syndrome","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E03y300","Unspecified puerperal psychosis","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E04..00","Other chronic organic psychoses","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E04y.00","Other specified chronic organic psychoses","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E04z.00","Chronic organic psychosis NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E0y..00","Other specified organic psychoses","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E0z..00","Organic psychoses NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100.00","Simple schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100000","Unspecified schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100100","Subchronic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100.11","Schizophrenia simplex","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100200","Chronic schizophrenic","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100300","Acute exacerbation of subchronic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100400","Acute exacerbation of chronic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100500","Schizophrenia in remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E100z00","Simple schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E101.00","Hebephrenic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
